comment_id,status_id,parent_id,comment_published,comment_message,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
1072997699435943_1073015156100864,462508190484900_1072997699435943,,5/3/16 2:01,#74860 everywhere tbh. i know i'd join in on the crying,2,2,0,0,0,0,0,0
1072997699435943_1073479936054386,462508190484900_1072997699435943,,5/3/16 20:12,"#27152 It's ok guys, even Satan can't handle MIT #6666",0,0,0,0,0,0,0,0
1072997589435954_1073250406077339,462508190484900_1072997589435954,,5/3/16 11:26,#86062 Well... The difference is that Leicester's performance from last year doesn't carry over. So it would be more accurate to say that you can do well in x class this year even if you nearly failed a similar class last year.,4,4,0,0,0,0,0,0
1072997589435954_1073322772736769,462508190484900_1072997589435954,,5/3/16 14:12,#28963 The odds of two 5000:1 events happening back to back like that are zero on any scale.,0,0,0,0,0,0,0,0
1072997319435981_1073006722768374,462508190484900_1072997319435981,,5/3/16 1:44,#96686 because they are dating the sexy beast atm.,15,15,0,0,0,0,0,0
1072997262769320_1073027199432993,462508190484900_1072997262769320,,5/3/16 2:40,#13868 Curious why is this not in MIT compliments. :P Also I don't know very much algebraic geometry.,22,22,0,0,0,0,0,0
1072996919436021_1073018952767151,462508190484900_1072996919436021,,5/3/16 2:15,#16931 Be open and honest with her about the fact that you are experimenting.,6,6,0,0,0,0,0,0
1072996919436021_1073415556060824,462508190484900_1072996919436021,,5/3/16 18:01,"#22391 Try Her! It's Tinder for queer women, and you'd be surprised how many people are out there.",0,0,0,0,0,0,0,0
1072355326166847_1072362229499490,462508190484900_1072355326166847,,5/1/16 23:11,"#6137 Amir, I refuse to believe anyone but you wrote this",31,31,0,0,0,0,0,0
1072355039500209_1072457482823298,462508190484900_1072355039500209,,5/2/16 3:49,#1280 At least it doesn't get stuck in the on state,0,0,0,0,0,0,0,0
1072353366167043_1072385812830465,462508190484900_1072353366167043,,5/2/16 0:14,#6724 I heard the student openers were mad good though...,21,21,0,0,0,0,0,0
1072353366167043_1072369066165473,462508190484900_1072353366167043,,5/1/16 23:29,#52425 You guys got Macklemore a couple years ago calm down,6,6,0,0,0,0,0,0
1072353366167043_1072411722827874,462508190484900_1072353366167043,,5/2/16 1:19,#6421 Meanwhile Caltech gets Bowling for Soup as the most famous musical act in years.,3,3,0,0,0,0,0,0
1071121319623581_1072130096189370,462508190484900_1071121319623581,,5/1/16 13:21,#50280 marshall's mohawk contributes to fenway house culture,1,1,0,0,0,0,0,0
1070488489686864_1070725326329847,462508190484900_1070488489686864,,4/29/16 10:17,#34867 But it's also annoying when you have a headache and just want to be somewhere quiet (but you want to buy snacks at verdes first),1,1,0,0,0,0,0,0
1069893449746368_1070088283060218,462508190484900_1069893449746368,,4/28/16 11:47,"#52637 And after, if it comes up when you're sober, will you stand it in or deny your words?",6,6,0,0,0,0,0,0
1069890036413376_1069907089745004,462508190484900_1069890036413376,,4/28/16 3:52,"#76696 Keep sampling bias in mind. When they are feeling not-crushed, students may not post about it because: 1. It may come off as arrogant. 2. They are busy enjoying being not-crushed.",25,25,0,0,0,0,0,0
1069890036413376_1070048719730841,462508190484900_1069890036413376,,4/28/16 10:09,"#94476 Harvard has its own problems too; if they had a confessions page as active as ours, I'm sure there would be equally scary shit on it",4,4,0,0,0,0,0,0
1069248353144211_1069252596477120,462508190484900_1069248353144211,,4/27/16 3:23,#36802 Imagine all the c o m m u n i c a t i o n that could happen tho,17,17,0,0,0,0,0,0
1069248353144211_1069405749795138,462508190484900_1069248353144211,,4/27/16 9:38,"#7953 Oh no, Person A finds Person B attractive. The world is over!",1,1,0,0,0,0,0,0
1069246953144351_1069389169796796,462508190484900_1069246953144351,,4/27/16 9:01,"#13890 if the vocalization is what matters to you, rather than the genuine emotion, try replacing him with this little guy:",7,7,0,0,0,0,0,0
1069246729811040_1069481063120940,462508190484900_1069246729811040,,4/27/16 12:08,#65210 The real question is are you the only native English speaker that speaks Chinese to your parents?,0,0,0,0,0,0,0,0
1069246729811040_1069600303109016,462508190484900_1069246729811040,,4/27/16 16:43,#85705 Do you mean citizenship or ethnicity? Actually my little nephew also do that....,0,0,0,0,0,0,0,0
1068599936542386_1068629553206091,462508190484900_1068599936542386,,4/26/16 3:52,#35210 How did they even walk there and back without dying from exhaustion,50,50,0,0,0,0,0,0
1067919929943720_1067950309940682,462508190484900_1067919929943720,,4/24/16 23:35,"#12472 You pissed off a bunch of smug frosh twinkie-fuckers and creepy straight-edge cruft with that hack OP, I salute you from the land of L E G A L W E E D",5,5,0,0,0,0,0,0
1067918689943844_1068538349881878,462508190484900_1067918689943844,,4/25/16 23:32,#92584 You clearly don't use MIT vending machines. Why the fuck do they accept only $1 bills and $.25 coins? :-(,0,0,0,0,0,0,0,0
1067917333277313_1067936083275438,462508190484900_1067917333277313,,4/24/16 22:54,#1482 iirc you can request your admissions file under FERPA by going to the office,3,3,0,0,0,0,0,0
1067917259943987_1068009466601433,462508190484900_1067917259943987,,4/25/16 2:40,#52851 Medical stocks One brand Legend condoms and also I think some longer condoms that are colored black.,0,0,0,0,0,0,0,0
1067916929944020_1068004119935301,462508190484900_1067916929944020,,4/25/16 2:22,"#49675 Ironically just today my friend very proudly shared a screencap of him getting to #1 on his leaderboard with ""Lucario's Throbbing Dong""",0,0,0,0,0,0,0,0
1067916929944020_1070451383023908,462508190484900_1067916929944020,,4/29/16 0:34,#87200 the slither problem is spreading. At least we haven't reached this level.,0,0,0,0,0,0,0,0
1067915076610872_1067916849944028,462508190484900_1067915076610872,,4/24/16 21:56,#16660 the secret is just jumping up and wiggling your way up the plinth like a beached walrus trust me,40,40,0,0,0,0,0,0
1067913769944336_1068153026587077,462508190484900_1067913769944336,,4/25/16 8:35,"#192 ""You may be with her, but you rocked both of our worlds last night. Congrats, hope your love keeps going strong""",3,3,0,0,0,0,0,0
1037203546348692_1037209359681444,462508190484900_1037203546348692,,3/15/16 20:54,"#61680 like, i think people would get along better if they realized most people want to do the right thing, even if the definitions of right differ wildly",19,19,0,0,0,0,0,0
1037203546348692_1037246019677778,462508190484900_1037203546348692,,3/15/16 22:01,#13291 I hate politics because of the divide it puts in people.,0,0,0,0,0,0,0,0
1037203546348692_1037403259662054,462508190484900_1037203546348692,,3/16/16 2:50,"#79149 It's not about being evil, it's about being fooled by evil people",0,0,0,0,0,0,0,0
1037192333016480_1037328393002874,462508190484900_1037192333016480,,3/16/16 0:15,"#47835 Just ask her out and see where this goes. Take Shia Labeauf's advice and JUST DO IT. If she rejects you, you have your answer and can move on. Though I doubt that. It'll only be as awkward as you make it. Good luck OP",0,0,0,0,0,0,0,0
1037192333016480_1037315733004140,462508190484900_1037192333016480,,3/16/16 0:02,#92160 I like a girl who says she likes me That's already more than what many MIT students have ;-),1,1,0,0,0,0,0,0
1037192116349835_1037223803013333,462508190484900_1037192116349835,,3/15/16 21:26,#34429 yo i'll gve u a blowjob hmu horny.ass.cat@gmail.com,7,7,0,0,0,0,0,0
1036089533126760_1036620526406994,462508190484900_1036089533126760,,3/15/16 3:21,#62887 Don't you understand that the real victims here are the Trump supporters who might get criticized by their friends if they own up to being Trump supporters?,6,6,0,0,0,0,0,0
1036089533126760_1036363496432697,462508190484900_1036089533126760,,3/14/16 18:41,"#49910 That's what happened during the Reagan presidency. Many outstanding scientists and scholars were forced to leave the US. On the plus side, these talented people helped build up universities elsewhere in the world.",0,0,0,0,0,0,0,0
1036089533126760_1036470659755314,462508190484900_1036089533126760,,3/14/16 22:12,"#53314 If Trump becomes president but my visa gets renewed, I'll probably still want to leave.",0,0,0,0,0,0,0,0
1034538879948492_1034906696578377,462508190484900_1034538879948492,,3/12/16 16:25,#46924 My ETU senses are tingling. I will find you. And I will review you.,12,12,0,0,0,0,0,0
1033707766698270_1033715126697534,462508190484900_1033707766698270,,3/10/16 16:08,#41777 I was concerned about one of my professors judging me until I saw him passed out in the back of the room during a talk.,91,91,0,0,0,0,0,0
1033707766698270_1033717150030665,462508190484900_1033707766698270,,3/10/16 16:16,"#32472 I took a class with Prof. Verghese and I would fall asleep every single lecture. About halfway through the semester, he finished lecture, called me out by name (he knows my name?!) and said ""You need to get more sleep"". I like Verghese.",36,36,0,0,0,0,0,0
1033707766698270_1033764476692599,462508190484900_1033707766698270,,3/10/16 18:36,"#41607 As a TA, I know exactly why students are sleeping in lecture/recitation. The profs I work with also understand it. There's not a lot we can do except remind everyone to get more sleep, and hope they do. :/",9,9,0,0,0,0,0,0
1033707766698270_1033883020014078,462508190484900_1033707766698270,,3/11/16 0:09,"#44939 Freshman fall 8.012, prof called me out for sleeping by saying he would demonstrate parabolic trajectory by throwing a piece of chalk at me. My classmate nudged me awake and I woke up to find the entire class staring at me and snickering. Horrifying. Second lecture haha.",1,1,0,0,0,0,0,0
1033707766698270_1033741183361595,462508190484900_1033707766698270,,3/10/16 17:26,"#24328 Narcoleptically speaking, reaction varies by professor, and usually it only becomes more of an issue if the class is interactive or you snore disruptively.",4,4,0,0,0,0,0,0
1033707766698270_1033732320029148,462508190484900_1033707766698270,,3/10/16 17:03,#80777 In 18.721 Artin observed a student was sleeping. He just shrugged.,6,6,0,0,0,0,0,0
1033703563365357_1033809320021448,462508190484900_1033703563365357,,3/10/16 20:43,"#77184 yesterday, everyone was on the lawn. it was like the beginning scenes of pitch perfect.",8,8,0,0,0,0,0,0
1031710733564640_1032037083532005,462508190484900_1031710733564640,,3/7/16 14:52,#47457 How is this a confession?!?!?!? Do you really feel the need to hide behind anonymity to share your feelings about a 6.01 review session?,0,0,0,0,0,0,0,0
1031709120231468_1031788193556894,462508190484900_1031709120231468,,3/7/16 5:45,#81372 I'm probably this friend. Introduce me to your friends that do that.,2,2,0,0,0,0,0,0
1031709016898145_1032107893524924,462508190484900_1031709016898145,,3/7/16 18:37,"#31799 We're not bad. It's just that sometimes we aren't smart enough to recognize that the things we create might be used to hurt people. But then again, maybe ignorance and evil are interchangeable...",0,0,0,0,0,0,0,0
1031709016898145_1032880253447688,462508190484900_1031709016898145,,3/9/16 4:37,"#98757 I don't think any group of people are intrinsically good or bad. We, as engineers, are capable of change, good or bad. Here's to the hope our good actions outweigh our bad during our lifetimes.",1,1,0,0,0,0,0,0
1031709016898145_1032036963532017,462508190484900_1031709016898145,,3/7/16 14:51,#37925 *engineers a death ray* I have no idea what you are talking about.,1,1,0,0,0,0,0,0
1031708873564826_1032137443521969,462508190484900_1031708873564826,,3/7/16 20:26,"#77421 If you're dating, have a frank conversation about how you feel. Otherwise, it's not really any of your business.",0,0,0,0,0,0,0,0
1031708873564826_1031718156897231,462508190484900_1031708873564826,,3/7/16 2:26,#33911 That seems like the opposite of a problem for you in at least two ways.,11,11,0,0,0,0,0,0
1031708873564826_1031732913562422,462508190484900_1031708873564826,,3/7/16 2:49,#29995 So what if she goes around? That shouldn't have anything to do with your feelings lmao,2,2,0,0,0,0,0,0
1031708836898163_1032241686844878,462508190484900_1031708836898163,,3/8/16 1:54,#26848 A fucking touch is more than just a normal touch.,0,0,0,0,0,0,0,0
1031708706898176_1032078110194569,462508190484900_1031708706898176,,3/7/16 17:01,#73039 Please say something. Silence typically hurts victims and protects perpetrators.,23,23,0,0,0,0,0,0
1031707710231609_1031718856897161,462508190484900_1031707710231609,,3/7/16 2:29,#81505 Wait more than half the gay people I know are girls.,104,104,0,0,0,0,0,0
1031707710231609_1032155876853459,462508190484900_1031707710231609,,3/7/16 21:25,#18285 better stop being ugly or the boys will all turn gay!!!,7,7,0,0,0,0,0,0
1031707710231609_1032145100187870,462508190484900_1031707710231609,,3/7/16 20:51,#8595 Someone is salty they can't get MIT girls....,4,4,0,0,0,0,0,0
1030561630346217_1030564097012637,462508190484900_1030561630346217,,3/5/16 0:51,#10461 Sorry the submissions page was temporarily down and we wanted to let you guys do some work for once :p please take care of your GPA; don't put it up for adoption,4,4,0,0,0,0,0,0
1030561407012906_1031082796960767,462508190484900_1030561407012906,,3/5/16 22:55,#33471 I overachieved on the freshman 15. redefine what you want and you'll always be a winner,2,2,0,0,0,0,0,0
1028560247213022_1029195343816179,462508190484900_1028560247213022,,3/2/16 19:11,#24262 Maybe you're sad all the time cause it's your face,0,0,0,0,0,0,0,0
1028560207213026_1028569870545393,462508190484900_1028560207213026,,3/1/16 17:07,"#78897 Do you want a medal or something? Plenty of students pay attention in class and work really hard yet still struggle with timed exams. You're coming off as being really unempathic, and no matter how well you do that reflects poorly on people like you in the MIT community.",67,67,0,0,0,0,0,0
1028560207213026_1028564697212577,462508190484900_1028560207213026,,3/1/16 16:52,#29696 Being there and paying attention when they tell you the material doesn't mean that it's easy material to learn or that the problem sets and exams are just as simple as they seem in class.,42,42,0,0,0,0,0,0
1028560207213026_1028580350544345,462508190484900_1028560207213026,,3/1/16 17:41,"#83301 That's amazing OP! Congrats :) Just please don't shit on everyone else, you don't always know their situation, and quite frankly you don't have to. :/ Good luck to everyone this semester. ~may the force be with you~",39,39,0,0,0,0,0,0
1028560207213026_1028592553876458,462508190484900_1028560207213026,,3/1/16 18:19,"#3794 I'm glad you also learned how to interact well with other people, especially those who have different values and hope to get different things from their education!",13,13,0,0,0,0,0,0
1026949974040716_1027326817336365,462508190484900_1026949974040716,,2/28/16 12:42,"#70264 You can also add yourself to lurkers@, which will auto-subscribe to dormcon and the UA's individual discussion and announcement lists.",0,0,0,0,0,0,0,0
1026949427374104_1027589283976785,462508190484900_1026949427374104,,2/28/16 22:55,#76049 shitposting to ec-discuss is the obvious answer,2,2,0,0,0,0,0,0
1026241987444848_1026277194107994,462508190484900_1026241987444848,,2/26/16 21:37,"#98250 I've heard good things about the ""making peace with food"" therapy group at MIT Medical.",5,5,0,0,0,0,0,0
1025585030843877_1025663234169390,462508190484900_1025585030843877,,2/25/16 20:39,#78385 I say you haven't been looking well enough. Blasting the new Dream Theater album on repeat.,3,3,0,0,0,0,0,0
1025585030843877_1025618974173816,462508190484900_1025585030843877,,2/25/16 17:50,"#37203 Oh honey, just come to the East Side. You'll find your people.",0,0,0,0,0,0,0,0
1025584570843923_1025625647506482,462508190484900_1025584570843923,,2/25/16 18:14,#97277 Shamless plug come join the MIT Karaoke Club. We are all horrible singers and singing-group rejects there. And we have a fuck ton of fun.,16,16,0,0,0,0,0,0
1025583560844024_1025592690843111,462508190484900_1025583560844024,,2/25/16 16:29,#78701 Cats are better than eggs but cats do not feed you. You can feed cats scrambled eggs. Eat scrambled eggs with a cat,1,1,0,0,0,0,0,0
1025583560844024_1025803620822018,462508190484900_1025583560844024,,2/26/16 3:32,"#38545 Hugging pugs is much better than hugging mugs, or mugging pugs.",0,0,0,0,0,0,0,0
1024503057618741_1024674904268223,462508190484900_1024503057618741,,2/24/16 0:13,#94332 literally if you wanna come over fuck our cats cook dinner in our bathrooms and worship the devil with us you're free to were honestly very welcoming,19,19,0,0,0,0,0,0
1024503057618741_1024530347616012,462508190484900_1024503057618741,,2/23/16 19:08,"#79150 Regardless whether or not what you read was true, why do you care so much about what people (who you admit don't even know) do?",4,4,0,0,0,0,0,0
1024503057618741_1024567104279003,462508190484900_1024503057618741,,2/23/16 21:22,#72788 I heard that they also have sex with their cats.,15,15,0,0,0,0,0,0
1024503057618741_1024514750950905,462508190484900_1024503057618741,,2/23/16 18:34,#21264 because everything you read on the internet from an anonymous source is always 100% true right?,4,4,0,0,0,0,0,0
1023751667693880_1023870234348690,462508190484900_1023751667693880,,2/22/16 19:52,#60341 When someone jiggles their leg and the whole row bounces tho,13,13,0,0,0,0,0,0
1023400811062299_1023408071061573,462508190484900_1023400811062299,,2/22/16 1:41,#64765 your first mistake was wearing a smartwatch,37,37,0,0,0,0,0,0
1023400811062299_1024015257667521,462508190484900_1023400811062299,,2/22/16 23:54,"#25590 is anyone going to bring up the fact that ""she"" sent a dick pic?",4,4,0,0,0,0,0,0
1022526531149727_1022542874481426,462508190484900_1022526531149727,,2/20/16 14:04,#47673 If you think you're going crazy then you're probably not going crazy.,5,5,0,0,0,0,0,0
1021374151264965_1021380401264340,462508190484900_1021374151264965,,2/18/16 19:39,#95114 None as long as you keep your tin foil hat on.,4,4,0,0,0,0,0,0
1021374011264979_1021442037924843,462508190484900_1021374011264979,,2/18/16 22:33,"#79863 Well, the edit distance of (github, grubhub) = 3.",12,12,0,0,0,0,0,0
1020657761336604_1020662551336125,462508190484900_1020657761336604,,2/17/16 13:43,#9108 Well Africa never wants to travel to you either.,31,31,0,0,0,0,0,0
1020657761336604_1020681424667571,462508190484900_1020657761336604,,2/17/16 14:37,"#30849 I've got good news for you! You can join EWB right now, and you don't have to travel if you don't want to. We do lots of cool hands on work here at MIT that we share with community partners around the world.",8,8,0,0,0,0,0,0
1019718294763884_1019961558072891,462508190484900_1019718294763884,,2/16/16 9:41,#22490 oh you poor pathetic little troll of a man. Did you write this?,2,2,0,0,0,0,0,0
1019718294763884_1020174964718217,462508190484900_1019718294763884,,2/16/16 16:46,#24311 Most clubs are open to both undergrads and grad students.,0,0,0,0,0,0,0,0
1019717871430593_1019738094761904,462508190484900_1019717871430593,,2/16/16 1:03,#20128 Am I the only one who hasn't heard about the Illuminati references that the class of 2019 makes until today?,9,9,0,0,0,0,0,0
1019717871430593_1019741444761569,462508190484900_1019717871430593,,2/16/16 1:16,#77148 There just ain't enough love for the Ancient Order of the Gormogons.,1,1,0,0,0,0,0,0
1017716254964088_1018286208240426,462508190484900_1017716254964088,,2/13/16 15:01,#42386 I was not born here and I just don't want to be kicked out of this country....,1,1,0,0,0,0,0,0
1017716254964088_1018013991600981,462508190484900_1017716254964088,,2/13/16 4:00,#90524 Or people have their own opinions and you respect that?,1,1,0,0,0,0,0,0
1017328915002822_1017340028335044,462508190484900_1017328915002822,,2/11/16 21:25,"#89878 Ahh one of the eight wonders of the world. Not sure, there's never been open applications or anything.",11,11,0,0,0,0,0,0
1016678818401165_1016680761734304,462508190484900_1016678818401165,,2/10/16 14:53,"#70819 Your TAs don't grade for 18.03, your fellow undergrads do....including me :(",37,37,0,0,0,0,0,0
1016678818401165_1016798575055856,462508190484900_1016678818401165,,2/10/16 19:46,"#35091 Some people find Second-Order Equations very attractive apparently, especially damping conditions -_-",8,8,0,0,0,0,0,0
1015745101827870_1015762888492758,462508190484900_1015745101827870,,2/8/16 22:23,#73777 have u used internet anywhere else on earth,66,66,0,0,0,0,0,0
1015745101827870_1016107141791666,462508190484900_1015745101827870,,2/9/16 12:45,#28777 I want to upload my shitposts at breakneck speed.,8,8,0,0,0,0,0,0
1015745101827870_1015788911823489,462508190484900_1015745101827870,,2/8/16 23:28,"#66737 Caltech has this problem too. Kind of ironic for a school with ""Technology"" in its name...",2,2,0,0,0,0,0,0
1015745101827870_1016989381703442,462508190484900_1015745101827870,,2/11/16 5:57,"#81812 Like Naveen said, wifi sucks here at Caltech as well. Kind of sad.",0,0,0,0,0,0,0,0
1015232995212414_1015631391839241,462508190484900_1015232995212414,,2/8/16 15:54,#29060 oh yeah I finally took advantage of it last night to watch the puppy bowl,2,2,0,0,0,0,0,0
1014452185290495_1014483641954016,462508190484900_1014452185290495,,2/6/16 21:34,"#8420 Hey, imagine how the people affected by <republican policy X> feel.",4,4,0,0,0,0,0,0
1014452185290495_1014524695283244,462508190484900_1014452185290495,,2/7/16 0:13,#53849 If it makes you feel any better I judge Democrats just as hard as I judge Republicans.,11,11,0,0,0,0,0,0
1013751455360568_1013757612026619,462508190484900_1013751455360568,,2/5/16 13:44,"#60003 I'm (probably) not cute, not asian, and not a girl, but you can buy stuff for me :P",49,49,0,0,0,0,0,0
1013751455360568_1013842768684770,462508190484900_1013751455360568,,2/5/16 17:21,"#28511 I'm a loud, tall Asian girl but you can pay for my tuition anytime, you are quite welcome.",11,11,0,0,0,0,0,0
1013751455360568_1013752245360489,462508190484900_1013751455360568,,2/5/16 13:26,"#97743 I'm tall, white, and obnoxious, but you can still buy stuff for me if you want?",32,32,0,0,0,0,0,0
1013751455360568_1013844512017929,462508190484900_1013751455360568,,2/5/16 17:28,"#32459 I'm a freakishly tall Asian girl, but you can buy robot parts for me.",9,9,0,0,0,0,0,0
1013751455360568_1013988848670162,462508190484900_1013751455360568,,2/6/16 1:04,"#90140 Justin, if you want a cute asian gf, you can just ask Weilian)",5,5,0,0,0,0,0,0
1013751455360568_1013968305338883,462508190484900_1013751455360568,,2/5/16 23:50,#38825 Your chance for getting a bf before valentines,1,1,0,0,0,0,0,0
1013751455360568_1015551108513936,462508190484900_1013751455360568,,2/8/16 13:16,#21244 Have you considered the entirety of ec exec?,4,4,0,0,0,0,0,0
1013750745360639_1013769885358725,462508190484900_1013750745360639,,2/5/16 14:11,"#2157 do they know it makes you uncomfortable? you should say something. even if it's a misunderstanding, your friends generally don't want to make you feel bad.",5,5,0,0,0,0,0,0
1012675672134813_1012696538799393,462508190484900_1012675672134813,,2/3/16 12:53,"#29567 Just go for it. whether they are or aren't on average, you just need that one particular girl you're talking to to like you, statistics are nothing to the individual",5,5,0,0,0,0,0,0
1012674352134945_1013178348751212,462508190484900_1012674352134945,,2/4/16 12:20,"#79003 Do it in person, do it in private, AND FRICKEN DO IT",0,0,0,0,0,0,0,0
1012176982184682_1012199185515795,462508190484900_1012176982184682,,2/2/16 13:26,#24602 Give it three weeks you'll get fucked plenty.,87,87,0,0,0,0,0,0
1012175468851500_1012755295460184,462508190484900_1012175468851500,,2/3/16 15:44,#75855 Building a rocket - just trust me on this one.,1,1,0,0,0,0,0,0
986257911443256_986304221438625,462508190484900_986257911443256,,12/19/15 18:55,#53849 Fairly sure the tenth circle *is* the reading room.,12,12,0,0,0,0,0,0
985311028204611_986365168099197,462508190484900_985311028204611,,12/19/15 22:36,#25863 Why is that a struggle? Just suck it up and be platonic friends...,3,3,0,0,0,0,0,0
984831461585901_984845668251147,462508190484900_984831461585901,,12/16/15 20:57,"#62616 Screw a cheat sheet, when you can bring in any paper materials in the world you know you're in trouble",13,13,0,0,0,0,0,0
984830531585994_984830801585967,462508190484900_984830531585994,,12/16/15 19:54,"#47425 ""Alice and Bob are arguing about the implementation of an A* search algorithm. Alice wants to use a visited-nodes list but Bob says that is unnecessary. Who is correct?"" ""I don't know, let them decide.""",63,63,0,0,0,0,0,0
984830468252667_984990441570003,462508190484900_984830468252667,,12/17/15 6:06,"#12801 you mean you got just below the 50% mark on the final? judging by the exams I saw (while grading them), you're in good company. don't worry. and yes, D is passing.",1,1,0,0,0,0,0,0
984830468252667_985350244867356,462508190484900_984830468252667,,12/17/15 22:07,"#70778 If you're on pass no record, you need a 50% to pass",0,0,0,0,0,0,0,0
984369891632058_984407614961619,462508190484900_984369891632058,,12/15/15 22:18,#23102 Nope. Nothing wrong with wanting to clear the air. Although if it's bothering you that much maybe you should just say something.,2,2,0,0,0,0,0,0
984369778298736_984937091575338,462508190484900_984369778298736,,12/17/15 2:43,#72817 Protip for life: take the freight elevator (or the stairs),0,0,0,0,0,0,0,0
983933325009048_983933761675671,462508190484900_983933325009048,,12/14/15 19:40,#73587 He sounds like a criminal of the caliber of Ziran,0,0,0,0,0,0,0,0
983933105009070_984353998300314,462508190484900_983933105009070,,12/15/15 18:54,"#2894 So I NR'd my freshman fall and am still here. Anyone worried about NR'ing things can reach out to me at any time to talk about what happens, petitioning CAP, what happens if you're asked to withdraw, etc. Either here or at hcope@",1,1,0,0,0,0,0,0
983932751675772_983940395008341,462508190484900_983932751675772,,12/14/15 20:07,#27654 Could signal a pituitary problem. Go to Medical if it's concerning you.,1,1,0,0,0,0,0,0
983932751675772_983985455003835,462508190484900_983932751675772,,12/14/15 23:11,#91126 I'd consider it a minor source of free milk. Count your blessings!,0,0,0,0,0,0,0,0
982850625117318_982855235116857,462508190484900_982850625117318,,12/12/15 17:18,"#90599 If you saw me naked you'd be able to say ""Well, at least I don't look like that"" which I feel would be a positive boost to most",27,27,0,0,0,0,0,0
